"name","solvedCount","contestId","index"
"Ilya and Matrix","5085","313","C"
"Ilya and Roads","1371","313","D"
"Ilya and Two Numbers","509","313","E"
"The Closest Pair","2572","311","A"
"Cats Transport","3091","311","B"
"Fetch the Treasure","422","311","C"
"Interval Cubing","648","311","D"
"Biologist","1048","311","E"
"Whose sentence is it?","4662","312","A"
"Archer","9501","312","B"
"The Closest Pair","1496","312","C"
"Cats Transport","160","312","D"
"Fetch the Treasure","40","312","E"
"Strange Addition","4133","305","A"
"Continued Fractions","1956","305","B"
"Ivan and Powers of Two","2311","305","C"
"Olya and Graph","445","305","D"
"Playing with String","533","305","E"
"Morning run","394","309","A"
"Context Advertising","474","309","B"
"Memory for Arrays","1053","309","C"
"Tennis Rackets","163","309","D"
"Sheep","192","309","E"
"Morning run","29","308","A"
"Context Advertising","32","308","B"
"Memory for Arrays","27","308","C"
"Tennis Rackets","10","308","D"
"Sheep","2","308","E"
"Lucky Permutation Triple","2471","303","A"
"Rectangle Puzzle II","938","303","B"
"Minimum Modular","720","303","C"
"Rotatable Number","288","303","D"
"Random Ranking","314","303","E"
"Pythagorean Theorem II","9703","304","A"
"Calendar","2787","304","B"
"Lucky Permutation Triple","5137","304","C"
"Rectangle Puzzle II","438","304","D"
"Minimum Modular","151","304","E"
"Candies","5446","306","A"
"Optimizer","399","306","B"
"White, Black and White Again","441","306","C"
"Polygon","256","306","D"
"Yaroslav and Sequence","1951","301","A"
"Yaroslav and Time","1555","301","B"
"Yaroslav and Algorithm","401","301","C"
"Yaroslav and Divisors","2028","301","D"
"Yaroslav and Arrangements","361","301","E"
"Eugeny and Array","8382","302","A"
"Eugeny and Play List","5827","302","B"
"Yaroslav and Sequence","1062","302","C"
"Yaroslav and Time","515","302","D"
"Yaroslav and Algorithm","85","302","E"
"Array","20495","300","A"
"Coach","5746","300","B"
"Beautiful Numbers","8480","300","C"
"Painting Square","722","300","D"
"Empire Strikes Back","914","300","E"
"Weird Game","1699","293","A"
"Distinct Paths","735","293","B"
"Cube Problem","467","293","C"
"Ksusha and Square","234","293","D"
"Close Vertices","1279","293","E"
"Ksusha and Array","5768","299","A"
"Ksusha the Squirrel","4368","299","B"
"Weird Game","862","299","C"
"Distinct Paths","61","299","D"
"Cube Problem","104","299","E"
"Parity Game","1995","297","A"
"Fish Weight","2320","297","B"
"Splitting the Uniqueness","800","297","C"
"Color the Carpet","436","297","D"
"Mystic Carvings","353","297","E"
"Snow Footprints","10239","298","A"
"Sail","13028","298","B"
"Parity Game","1521","298","C"
"Fish Weight","1120","298","D"
"Splitting the Uniqueness","154","298","E"
"SMSC","2476","292","A"
"Network Topology","5839","292","B"
"Beautiful IP Addresses","962","292","C"
"Connected Components","2262","292","D"
"Copying Data","3603","292","E"
"Spyke Talks","6010","291","A"
"Command Line Arguments","3028","291","B"
"Network Mask","1683","291","C"
"Parallel Programming","1476","291","D"
"Tree-String Problem","1295","291","E"
"Greg and Array","9561","295","A"
"Greg and Graph","10946","295","B"
"Greg and Friends","1506","295","C"
"Greg and Caves","639","295","D"
"Yaroslav and Points","622","295","E"
"Yaroslav and Permutations","20311","296","A"
"Yaroslav and Two Strings","2024","296","B"
"Greg and Array","5212","296","C"
"Greg and Graph","1241","296","D"
"Greg and Friends","169","296","E"
"Shaass and Oskols","20727","294","A"
"Shaass and Bookshelf","4097","294","B"
"Shaass and Lights","3454","294","C"
"Shaass and Painter Robot","304","294","D"
"Shaass the Great","887","294","E"
"Polo the Penguin and Strings","3655","288","A"
"Polo the Penguin and Houses ","1890","288","B"
"Polo the Penguin and XOR operation","1667","288","C"
"Polo the Penguin and Trees ","660","288","D"
"Polo the Penguin and Lucky Numbers","285","288","E"
"Polo the Penguin and Segments ","7993","289","A"
"Polo the Penguin and Matrix","15919","289","B"
"Polo the Penguin and Strings","2525","289","C"
"Polo the Penguin and Houses ","845","289","D"
"Polo the Penguin and XOR operation","582","289","E"
"Mysterious strings","1339","290","A"
"QR code","1175","290","B"
"WTF?","624","290","C"
"Orange","1079","290","D"
"HQ","12","290","E"
"Greedy Petya","4","290","F"
"Lucky Permutation","1852","286","A"
"Shifting","929","286","B"
"Main Sequence","1163","286","C"
"Tourists","358","286","D"
"Ladies' Shop","746","286","E"
"IQ Test","18095","287","A"
"Pipeline","8415","287","B"
"Lucky Permutation","1239","287","C"
"Shifting","215","287","D"
"Main Sequence","202","287","E"
"Slightly Decreasing Permutations","12688","285","A"
"Find Marble","14459","285","B"
"Building Permutation","21591","285","C"
"Permutation Sum","1390","285","D"
"Positions in Permutations","924","285","E"
"Cows and Sequence","5010","283","A"
"Cow Program","3018","283","B"
"Coin Troubles","1117","283","C"
"Cows and Cool Sequences","524","283","D"
"Cow Tennis Tournament","708","283","E"
"Cows and Primitive Roots","6065","284","A"
"Cows and Poker Game","6409","284","B"
"Cows and Sequence","1610","284","C"
"Cow Program","637","284","D"
"Coin Troubles","192","284","E"
"Bit++","232900","282","A"
"Painting Eggs","12403","282","B"
"XOR and OR","8713","282","C"
"Yet Another Number Game","1218","282","D"
"Sausage Maximization","3237","282","E"
"Rectangle Puzzle","1121","280","A"
"Maximum Xor Secondary","2679","280","B"
"Game on Tree","3331","280","C"
"k-Maximum Subsequence Sum","1207","280","D"
"Sequence Transformation","199","280","E"
"Word Capitalization","191580","281","A"
"Nearest Fraction","2922","281","B"
"Rectangle Puzzle","325","281","C"
"Maximum Xor Secondary","1537","281","D"
"Game on Tree","221","281","E"
"Point on Spiral","5313","279","A"
"Books","43254","279","B"
"Ladder","7778","279","C"
"The Minimum Number of Variables","690","279","D"
"Beautiful Decomposition","1346","279","E"
"Learning Languages","14269","277","A"
"Set of Points","647","277","B"
"Game","415","277","C"
"Google Code Jam","329","277","D"
"Binary Tree on Plane","1203","277","E"
"Circle Line","10986","278","A"
"New Problem","3075","278","B"
"Learning Languages","3220","278","C"
"Set of Points","169","278","D"
"Game","53","278","E"
"Lunch Rush","26223","276","A"
"Little Girl and Game","26125","276","B"
"Little Girl and Maximum Sum","21808","276","C"
"Little Girl and Maximum XOR","11645","276","D"
"Little Girl and Problem on Trees","1500","276","E"
"k-Multiple Free Set","6257","274","A"
"Zero Tree","4302","274","B"
"The Last Hole!","316","274","C"
"Lovely Matrix","955","274","D"
"Mirror Room","304","274","E"
"Lights Out","27596","275","A"
"Convex Shape","2705","275","B"
"k-Multiple Free Set","3284","275","C"
"Zero Tree","641","275","D"
"The Last Hole!","46","275","E"
"Dima and Staircase","1060","273","A"
"Dima and Two Sequences","844","273","B"
"Dima and Horses","454","273","C"
"Dima and Figure","384","273","D"
"Dima and Game","354","273","E"
"Dima and Friends","22965","272","A"
"Dima and Sequence","3636","272","B"
"Dima and Staircase","5486","272","C"
"Dima and Two Sequences","1791","272","D"
"Dima and Horses","671","272","E"
"Beautiful Year","122896","271","A"
"Prime Matrix","11166","271","B"
"Secret","2841","271","C"
"Good Substrings","9948","271","D"
"Three Horses","459","271","E"
"Magical Boxes","1990","269","A"
"Greenhouse Effect","4971","269","B"
"Flawed Flow","1358","269","C"
"Maximum Waterfall","429","269","D"
"String Theory","108","269","E"
"Fancy Fence","42057","270","A"
"Multithreading","3843","270","B"
"Magical Boxes","1503","270","C"
"Greenhouse Effect","1043","270","D"
"Flawed Flow","253","270","E"
"Games","79457","268","A"
"Buttons","29937","268","B"
"Beautiful Sets of Points","13065","268","C"
"Wall Bars","503","268","D"
"Playlist","952","268","E"
"Stones on the Table","174662","266","A"
"Queue at the School","125265","266","B"
"Below the Diagonal","1311","266","C"
"BerDonalds","707","266","D"
"More Queries to Array...","710","266","E"
"Escape from Stones","7522","264","A"
"Good Sequences","7729","264","B"
"Choosing Balls","2500","264","C"
"Colorful Stones","400","264","D"
"Roadside Trees","394","264","E"
"Colorful Stones (Simplified Edition)","31716","265","A"
"Roadside Trees (Simplified Edition)","16347","265","B"
"Escape from Stones","2503","265","C"
"Good Sequences","1799","265","D"
"Choosing Balls","335","265","E"
"Beautiful Matrix","220865","263","A"
"Squares","7958","263","B"
"Circle of Numbers","1033","263","C"
"Cycle in Graph","2934","263","D"
"Rhombus","395","263","E"
"Maxim and Discounts","3047","261","A"
"Maxim and Restaurant","1145","261","B"
"Maxim and Matrix","676","261","C"
"Maxim and Increasing Subsequence","544","261","D"
"Maxim and Calculator","406","261","E"
"Roma and Lucky Numbers","18262","262","A"
"Roma and Changing Signs","10444","262","B"
"Maxim and Discounts","1812","262","C"
"Maxim and Restaurant","234","262","D"
"Maxim and Matrix","103","262","E"
"Subtractions","5749","267","A"
"Dominoes","566","267","B"
"Berland Traffic","160","267","C"
"Sockets","6028","257","A"
"Playing Cubes","6450","257","B"
"View Angle","3840","257","C"
"Sum","1450","257","D"
"Greedy Elevator","276","257","E"
"Adding Digits","13694","260","A"
"Ancient Prophesy","3543","260","B"
"Balls and Boxes","2818","260","C"
"Black and White Tree","1262","260","D"
"Dividing Kingdom","420","260","E"
"Little Elephant and Bits","18881","258","A"
"Little Elephant and Elections","1168","258","B"
"Little Elephant and LCM","1573","258","C"
"Little Elephant and Broken Sorting","1175","258","D"
"Little Elephant and Tree","1013","258","E"
"Little Elephant and Chess","8318","259","A"
"Little Elephant and Magic Square","13175","259","B"
"Little Elephant and Bits","2940","259","C"
"Little Elephant and Elections","296","259","D"
"Little Elephant and LCM","177","259","E"
"Almost Arithmetical Progression","892","256","A"
"Mr. Bender and Square","657","256","B"
"Furlo and Rublo and Game","410","256","C"
"Liars and Serge","255","256","D"
"Lucky Arrays","618","256","E"
"Greg's Workout","25206","255","A"
"Code Parsing","4498","255","B"
"Almost Arithmetical Progression","3695","255","C"
"Mr. Bender and Square","1105","255","D"
"Furlo and Rublo and Game","444","255","E"
"Cards with Numbers","6693","254","A"
"Jury Size","2083","254","B"
"Anagram","1374","254","C"
"Rats","488","254","D"
"Dormitory","505","254","E"
"Boys and Girls","10607","253","A"
"Physics Practical","9612","253","B"
"Text Editor","2434","253","C"
"Table with Letters - 2","800","253","D"
"Printer","509","253","E"
"Points on Line","11687","251","A"
"Playing with Permutations","1044","251","B"
"Number Transformation","899","251","C"
"Two Sets","441","251","D"
"Tree and Table","171","251","E"
"Little Xor","4712","252","A"
"Unsorting Array","1582","252","B"
"Points on Line","3689","252","C"
"Playing with Permutations","223","252","D"
"Number Transformation","131","252","E"
"Paper Work","3517","250","A"
"Restoring IPv6","1758","250","B"
"Movie Critics","1660","250","C"
"Building Bridge","794","250","D"
"Mad Joe","423","250","E"
"Paper Work","16","247","A"
"Restoring IPv6","8","247","B"
"Movie Critics","3","247","C"
"Building Bridge","1","247","D"
"Mad Joe","0","247","E"
"Robo-Footballer","275","249","A"
"Sweets for Everyone!","204","249","B"
"Piglet's Birthday","115","249","C"
"Donkey and Stars","383","249","D"
"Endless Matrix","291","249","E"
"Cupboards","20973","248","A"
"Chilly Willy","4518","248","B"
"Robo-Footballer","526","248","C"
"Sweets for Everyone!","282","248","D"
"Piglet's Birthday","451","248","E"
"Buggy Sorting","8176","246","A"
"Increase and Decrease","10335","246","B"
"Beauty Pageant","2513","246","C"
"Colorful Graph","8896","246","D"
"Blood Cousins Return","2967","246","E"
"System Administrator","1524","245","A"
"Internet Address","1295","245","B"
"Game with Coins","433","245","C"
"Restoring Table","818","245","D"
"Mishap in Club","914","245","E"
"Log Stream Analysis","190","245","F"
"Suggested Friends","58","245","G"
"Queries for Number of Palindromes","264","245","H"
"The Brand New Function","2983","243","A"
"Hydra","924","243","B"
"Colorado Potato Beetle","479","243","C"
"Cubes","205","243","D"
"Matrix","172","243","E"
"Dividing Orange","7057","244","A"
"Undoubtedly Lucky Numbers","3933","244","B"
"The Brand New Function","775","244","C"
"Hydra","265","244","D"
"Colorado Potato Beetle","58","244","E"
"Heads or Tails","6097","242","A"
"Big Segment","14124","242","B"
"King's Path","7737","242","C"
"Dispute","1762","242","D"
"XOR on Segment","8089","242","E"
"Not Wool Sequences","1307","238","A"
"Boring Partition","948","238","B"
"World Eater Brothers","918","238","C"
"Tape Programming","247","238","D"
"Meeting Her","343","238","E"
"Two Bags of Potatoes","17324","239","A"
"Easy Tape Programming","1317","239","B"
"Not Wool Sequences","714","239","C"
"Boring Partition","272","239","D"
"World Eater Brothers","157","239","E"
"Old Peykan","1083","241","A"
"Friends","21","241","B"
"Mirror Box","263","241","C"
"Numbers","2","241","D"
"Flights","26","241","E"
"Race","77","241","F"
"Challenging Balloons","330","241","G"
"Free Cash","24852","237","A"
"Young Table","2117","237","B"
"Primes on Interval","4548","237","C"
"T-decomposition","520","237","D"
"Build String","1429","237","E"
"LCM Challenge","13481","235","A"
"Let's Play Osu!","3032","235","B"
"Cyclical Quest","1950","235","C"
"Graph Game","473","235","D"
"Number Challenge","746","235","E"
"Boy or Girl","190292","236","A"
"Easy Number Challenge","12723","236","B"
"LCM Challenge","2638","236","C"
"Let's Play Osu!","305","236","D"
"Cyclical Quest","48","236","E"
"Cinema","321","240","A"
"Fence","274","240","B"
"Practice","325","240","C"
"Merging Two Decks","143","240","D"
"Road Repairs","6","240","E"
"TorCoder","15","240","F"
"Lefthanders and Righthanders ","976","234","A"
"Reading","1080","234","B"
"Weather","794","234","C"
"Cinema","311","234","D"
"Champions' League","413","234","E"
"Fence","136","234","F"
"Practice","145","234","G"
"Merging Two Decks","57","234","H"
"Cycles","1554","232","A"
"Table","1133","232","B"
"Doe Graphs","264","232","C"
"Fence","436","232","D"
"Quick Tortoise","673","232","E"
"Perfect Permutation","39570","233","A"
"Non-square Equation","6642","233","B"
"Cycles","856","233","C"
"Table","236","233","D"
"Doe Graphs","20","233","E"
"Team","294407","231","A"
"Magic, Wizardry and Wonders","3430","231","B"
"To Add or Not to Add","7393","231","C"
"Magic Box","3783","231","D"
"Cactus","1559","231","E"
"Shifts","1901","229","A"
"Planets","3489","229","B"
"Triangles","1335","229","C"
"Towers","2074","229","D"
"Gifts","439","229","E"
"Dragons","67908","230","A"
"T-primes","65158","230","B"
"Shifts","1598","230","C"
"Planets","865","230","D"
"Triangles","321","230","E"
"Is your horseshoe on the other hoof?","99538","228","A"
"Two Tables","3385","228","B"
"Fractal Detector","431","228","C"
"Zigzag","371","228","D"
"The Road to Berland is Paved With Good Intentions","2088","228","E"
"Flying Saucer Segments","1475","226","A"
"Naughty Stone Piles","1159","226","B"
"Anniversary","710","226","C"
"The table","899","226","D"
"Noble Knight's Path","441","226","E"
"Where do I Turn?","3286","227","A"
"Effective Approach","26348","227","B"
"Flying Saucer Segments","2449","227","C"
"Naughty Stone Piles","379","227","D"
"Anniversary","155","227","E"
"Dice Tower","10771","225","A"
"Well-known Numbers","2986","225","B"
"Barcode","8419","225","C"
"Snake","895","225","D"
"Unsolvable","746","225","E"
"Bracket Sequence","1555","223","A"
"Two Strings","1330","223","B"
"Partial Sums","1221","223","C"
"Spider","70","223","D"
"Planar Graph","190","223","E"
"Parallelepiped","24313","224","A"
"Array","6628","224","B"
"Bracket Sequence","807","224","C"
"Two Strings","361","224","D"
"Partial Sums","273","224","E"
"Shooshuns and Sequence ","10040","222","A"
"Cosmic Tables","5686","222","B"
"Reducing Fractions","1901","222","C"
"Olympiad","1903","222","D"
"Decoding Genome","2355","222","E"
"Little Elephant and Problem","9143","220","A"
"Little Elephant and Array","6952","220","B"
"Little Elephant and Shifts","793","220","C"
"Little Elephant and Triangle","274","220","D"
"Little Elephant and Inversions","1293","220","E"
"Little Elephant and Function","14161","221","A"
"Little Elephant and Numbers","4219","221","B"
"Little Elephant and Problem","2722","221","C"
"Little Elephant and Array","1991","221","D"
"Little Elephant and Shifts","154","221","E"
"k-String","25092","219","A"
"Special Offer! Super Price 999 Bourles!","5606","219","B"
"Color Stripe","6134","219","C"
"Choosing Capital for Treeland","8218","219","D"
"Parking Lot","586","219","E"
"Ice Skating","16943","217","A"
"Blackboard Fibonacci","671","217","B"
"Formurosa","291","217","C"
"Bitonix' Patrol","243","217","D"
"Alien DNA","291","217","E"
"Mountain Scenery","8060","218","A"
"Airport","14693","218","B"
"Ice Skating","2259","218","C"
"Blackboard Fibonacci","208","218","D"
"Formurosa","29","218","E"
"Tiling with Hexagons","4638","216","A"
"Forming Teams","5879","216","B"
"Hiring Staff","1723","216","C"
"Spider's Web","1191","216","D"
"Martian Luck","518","216","E"
"Bicycle Chain","13484","215","A"
"Olympic Medal","5302","215","B"
"Crosses","515","215","C"
"Hot Days","1372","215","D"
"Periodical Numbers","523","215","E"
"Game","1260","213","A"
"Numbers","1354","213","B"
"Relay Race","2158","213","C"
"Stars","327","213","D"
"Two Permutations","771","213","E"
"System of Equations","30944","214","A"
"Hometask","4708","214","B"
"Game","446","214","C"
"Numbers","253","214","D"
"Relay Race","460","214","E"
"Dubstep","81981","208","A"
"Solitaire","1289","208","B"
"Police Station","1652","208","C"
"Prizes, Prizes, more Prizes","7374","208","D"
"Blood Cousins","5900","208","E"
"Privatization","183","212","A"
"Polycarpus is Looking for Good Substrings","266","212","B"
"Cowboys","320","212","C"
"Cutting a Fence","416","212","D"
"IT Restaurants","1325","212","E"
"Privatization","3","211","A"
"Polycarpus is Looking for Good Substrings","29","211","B"
"Cowboys","43","211","C"
"Cutting a Fence","27","211","D"
"IT Restaurants","64","211","E"
"Multicolored Marbles","1591","209","A"
"Pixels","346","209","B"
"Trails and Glades","688","209","C"
"Little Elephant and Interval","4159","204","A"
"Little Elephant and Cards","3227","204","B"
"Little Elephant and Furik and Rubik","850","204","C"
"Little Elephant and Retro Strings","392","204","D"
"Little Elephant and Strings","1078","204","E"
"Little Elephant and Rozdil","20848","205","A"
"Little Elephant and Sorting","5530","205","B"
"Little Elephant and Interval","1391","205","C"
"Little Elephant and Cards","1429","205","D"
"Little Elephant and Furik and Rubik","218","205","E"
"Beaver's Calculator 1.0","50","207","A1"
"Beaver's Calculator 1.0","40","207","A2"
"Beaver's Calculator 1.0","18","207","A3"
"Military Trainings","46","207","B1"
"Military Trainings","27","207","B2"
"Military Trainings","7","207","B3"
"Game with Two Trees","12","207","C1"
"Game with Two Trees","5","207","C2"
"Game with Two Trees","1","207","C3"
"The Beaver's Problem - 3","15","207","D1"
"The Beaver's Problem - 3","3","207","D10"
"The Beaver's Problem - 3","11","207","D2"
"The Beaver's Problem - 3","10","207","D3"
"The Beaver's Problem - 3","4","207","D4"
"The Beaver's Problem - 3","5","207","D5"
"The Beaver's Problem - 3","5","207","D6"
"The Beaver's Problem - 3","3","207","D7"
"The Beaver's Problem - 3","7","207","D8"
"The Beaver's Problem - 3","3","207","D9"
"Beaver's Calculator 1.0","25","206","A1"
"Beaver's Calculator 1.0","21","206","A2"
"Beaver's Calculator 1.0","6","206","A3"
"Military Trainings","29","206","B1"
"Military Trainings","18","206","B2"
"Military Trainings","2","206","B3"
"Game with Two Trees","5","206","C1"
"Game with Two Trees","2","206","C2"
"Game with Two Trees","0","206","C3"
"The Beaver's Problem - 3","19","206","D1"
"The Beaver's Problem - 3","0","206","D10"
"The Beaver's Problem - 3","14","206","D2"
"The Beaver's Problem - 3","8","206","D3"
"The Beaver's Problem - 3","3","206","D4"
"The Beaver's Problem - 3","1","206","D5"
"The Beaver's Problem - 3","2","206","D6"
"The Beaver's Problem - 3","0","206","D7"
"The Beaver's Problem - 3","6","206","D8"
"The Beaver's Problem - 3","0","206","D9"
"Two Problems","3904","203","A"
"Game on Paper","2401","203","B"
"Photographer","4730","203","C"
"Hit Ball","1360","203","D"
"Transportation","268","203","E"
"Clear Symmetry","1793","201","A"
"Guess That Car!","1026","201","B"
"Fragile Bridges","1073","201","C"
"Brand New Problem","389","201","D"
"Thoroughly Bureaucratic Organization","382","201","E"
"LLPS","14216","202","A"
"Brand New Easy Problem","771","202","B"
"Clear Symmetry","1155","202","C"
"Guess That Car!","232","202","D"
"Fragile Bridges","215","202","E"
"Cinema","662","200","A"
"Drinks","105163","200","B"
"Football Championship","972","200","C"
"Programming Language","844","200","D"
"Tractor College","327","200","E"
"About Bacteria","2104","198","A"
"Jumping on Walls","2509","198","B"
"Delivering Carcinogen","322","198","C"
"Cube Snake","104","198","D"
"Gripping Story","399","198","E"
"Hexadecimal's theorem","22185","199","A"
"Special Olympics","764","199","B"
"About Bacteria","1037","199","C"
"Jumping on Walls","1111","199","D"
"Delivering Carcinogen","57","199","E"
"Lexicographically Maximum Subsequence","2974","196","A"
"Infinite Maze","1633","196","B"
"Paint Tree","634","196","C"
"The Next Good String","513","196","D"
"Opening Portals","793","196","E"
"Plate Game","5513","197","A"
"Limit","4409","197","B"
"Lexicographically Maximum Subsequence","1767","197","C"
"Infinite Maze","505","197","D"
"Paint Tree","116","197","E"
"Let's Watch Football","6806","195","A"
"After Training","4718","195","B"
"Try and Catch","936","195","C"
"Analyzing Polyline","949","195","D"
"Building Forest","663","195","E"
"Cutting Figure","2432","193","A"
"Xor","731","193","B"
"Hamming Distance","423","193","C"
"Two Segments","380","193","D"
"Fibonacci Number","318","193","E"
"Exams","9250","194","A"
"Square","3165","194","B"
"Cutting Figure","891","194","C"
"Xor","241","194","D"
"Hamming Distance","80","194","E"
"Dynasty Puzzles","2705","191","A"
"Demonstration","718","191","B"
"Fools and Roads","5540","191","C"
"Metro Scheme","349","191","D"
"Thwarting Demonstrations","745","191","E"
"Funky Numbers","8863","192","A"
"Walking in the Rain","5674","192","B"
